Text1,Text2,Similarity
"Pushing is an essential non-prehensile manipulation skill used for tasks ranging from pre-grasp manipulation to scene rearrangement, reasoning about object relations in the scene, and thus pushing actions have been widely studied in robotics. The effective use of pushing actions often requires an understanding of the dynamics of the manipulated objects and adaptation to the discrepancies between prediction and reality. For this reason, effect prediction and parameter estimation with pushing actions have been heavily investigated in the literature. However, current approaches are limited because they either model systems with a fixed number of objects or use image-based representations whose outputs are not very interpretable and quickly accumulate errors. In this paper, we propose a graph neural network based framework for effect prediction and parameter estimation of pushing actions by modeling object relations based on contacts or articulations. Our framework is validated both in real and simulated environments containing different shaped multi-part objects connected via different types of joints and objects with different masses. Our approach enables the robot to predict and adapt the effect of a pushing action as it observes the scene. Further, we demonstrate 6D effect prediction in the lever-up action in the context of robot-based hard-disk disassembly","The utilization of pushing actions necessitates understanding the dynamics of manipulated objects and adapting to discrepancies between expectations and reality. Thus, effect prediction and parameter estimation with pushing actions have been researched extensively. However, existing approaches are limited due to either modeling systems with a fixed number of objects or utilizing image-based representations with non-interpretable outputs and accumulating errors quickly. This paper proposes a graph neural network based framework for effect prediction and parameter estimation of pushing actions, taking into account object relations based on contacts or articulations. The proposed framework is tested in both real and simulated environments with different shaped multi-part objects connected through various types of joints and objects with varying masses. The robot is enabled to predict and adjust the effect of a pushing action as it observes the scene, as well as 6D effect prediction in the lever-up action in the context of robot-based hard-disk disassembly.",1
"Pushing is an essential non-prehensile manipulation skill used for tasks ranging from pre-grasp manipulation to scene rearrangement, reasoning about object relations in the scene, and thus pushing actions have been widely studied in robotics. The effective use of pushing actions often requires an understanding of the dynamics of the manipulated objects and adaptation to the discrepancies between prediction and reality. For this reason, effect prediction and parameter estimation with pushing actions have been heavily investigated in the literature. However, current approaches are limited because they either model systems with a fixed number of objects or use image-based representations whose outputs are not very interpretable and quickly accumulate errors. In this paper, we propose a graph neural network based framework for effect prediction and parameter estimation of pushing actions by modeling object relations based on contacts or articulations. Our framework is validated both in real and simulated environments containing different shaped multi-part objects connected via different types of joints and objects with different masses. Our approach enables the robot to predict and adapt the effect of a pushing action as it observes the scene. Further, we demonstrate 6D effect prediction in the lever-up action in the context of robot-based hard-disk disassembly","Використання штовхаючих дій вимагає розуміння динаміки об’єктів, якими маніпулюють, і адаптації до розбіжностей між очікуваннями та реальністю. Таким чином, передбачення ефекту та оцінка параметрів за допомогою виштовхувальних дій були широко досліджені. Однак існуючі підходи обмежені через або моделювання систем із фіксованою кількістю об’єктів, або використання представлень на основі зображень із неінтерпретованими результатами та швидким накопиченням помилок. У цьому документі пропонується структура на основі графової нейронної мережі для прогнозування ефекту та оцінки параметрів штовхаючих дій, враховуючи об’єктні зв’язки на основі контактів або артикуляцій. Запропоновану структуру тестують як у реальному, так і в симульованому середовищі з багатокомпонентними об’єктами різної форми, з’єднаними різними типами з’єднань, і об’єктами різної маси. Робот може передбачати та коригувати ефект штовхання під час спостереження за сценою, а також передбачення 6D-ефекту під час дії важеля вгору в контексті розбирання жорсткого диска за допомогою робота.",1
"Поштовх — це важлива навичка маніпуляції, яка не хватає, і використовується для виконання завдань, починаючи від маніпуляцій перед захопленням до перестановки сцени, міркувань про об’єктні відносини в сцені, і, отже, дії поштовху широко вивчаються в робототехніці. Ефективне використання штовхаючих дій часто вимагає розуміння динаміки об&#39;єктів, якими маніпулюють, і адаптації до розбіжностей між прогнозом і реальністю. З цієї причини прогнозування ефекту та оцінка параметрів за допомогою виштовхувальних дій були ретельно досліджені в літературі. Однак поточні підходи обмежені, оскільки вони або моделюють системи з фіксованою кількістю об’єктів, або використовують представлення на основі зображень, результати яких не дуже добре інтерпретуються та швидко накопичують помилки. У цій статті ми пропонуємо структуру на основі графової нейронної мережі для прогнозування ефекту та оцінки параметрів штовхаючих дій шляхом моделювання об’єктних відносин на основі контактів або артикуляцій. Наша структура перевірена як у реальному, так і в симульованому середовищі, що містить багатокомпонентні об’єкти різної форми, з’єднані за допомогою різних типів з’єднань, і об’єкти з різною масою. Наш підхід дозволяє роботу передбачити та адаптувати ефект штовхання, коли він спостерігає за сценою. Крім того, ми демонструємо прогнозування 6D-ефекту під час дії важеля вгору в контексті роботизованого розбирання жорсткого диска","The utilization of pushing actions necessitates understanding the dynamics of manipulated objects and adapting to discrepancies between expectations and reality. Thus, effect prediction and parameter estimation with pushing actions have been researched extensively. However, existing approaches are limited due to either modeling systems with a fixed number of objects or utilizing image-based representations with non-interpretable outputs and accumulating errors quickly. This paper proposes a graph neural network based framework for effect prediction and parameter estimation of pushing actions, taking into account object relations based on contacts or articulations. The proposed framework is tested in both real and simulated environments with different shaped multi-part objects connected through various types of joints and objects with varying masses. The robot is enabled to predict and adjust the effect of a pushing action as it observes the scene, as well as 6D effect prediction in the lever-up action in the context of robot-based hard-disk disassembly.",1
"Поштовх — це важлива навичка маніпуляції, яка не хватає, і використовується для виконання завдань, починаючи від маніпуляцій перед захопленням до перестановки сцени, міркувань про об’єктні відносини в сцені, і, отже, дії поштовху широко вивчаються в робототехніці. Ефективне використання штовхаючих дій часто вимагає розуміння динаміки об&#39;єктів, якими маніпулюють, і адаптації до розбіжностей між прогнозом і реальністю. З цієї причини прогнозування ефекту та оцінка параметрів за допомогою виштовхувальних дій були ретельно досліджені в літературі. Однак поточні підходи обмежені, оскільки вони або моделюють системи з фіксованою кількістю об’єктів, або використовують представлення на основі зображень, результати яких не дуже добре інтерпретуються та швидко накопичують помилки. У цій статті ми пропонуємо структуру на основі графової нейронної мережі для прогнозування ефекту та оцінки параметрів штовхаючих дій шляхом моделювання об’єктних відносин на основі контактів або артикуляцій. Наша структура перевірена як у реальному, так і в симульованому середовищі, що містить багатокомпонентні об’єкти різної форми, з’єднані за допомогою різних типів з’єднань, і об’єкти з різною масою. Наш підхід дозволяє роботу передбачити та адаптувати ефект штовхання, коли він спостерігає за сценою. Крім того, ми демонструємо прогнозування 6D-ефекту під час дії важеля вгору в контексті роботизованого розбирання жорсткого диска","Використання штовхаючих дій вимагає розуміння динаміки об’єктів, якими маніпулюють, і адаптації до розбіжностей між очікуваннями та реальністю. Таким чином, передбачення ефекту та оцінка параметрів за допомогою виштовхувальних дій були широко досліджені. Однак існуючі підходи обмежені через або моделювання систем із фіксованою кількістю об’єктів, або використання представлень на основі зображень із неінтерпретованими результатами та швидким накопиченням помилок. У цьому документі пропонується структура на основі графової нейронної мережі для прогнозування ефекту та оцінки параметрів штовхаючих дій, враховуючи об’єктні зв’язки на основі контактів або артикуляцій. Запропоновану структуру тестують як у реальному, так і в симульованому середовищі з багатокомпонентними об’єктами різної форми, з’єднаними різними типами з’єднань, і об’єктами різної маси. Робот може передбачати та коригувати ефект штовхання під час спостереження за сценою, а також передбачення 6D-ефекту під час дії важеля вгору в контексті розбирання жорсткого диска за допомогою робота.",1
"Pre-trained language models have been shown to improve performance in many natural language tasks substantially. Although the early focus of such models was single language pre-training, recent advances have resulted in cross-lingual and visual pre-training methods. In this paper, we combine these two approaches to learn visually-grounded crosslingual representations. Specifically, we extend the translation language modelling (Lample and Conneau, 2019) with masked region classification and perform pre-training with three-way parallel vision & language corpora. We show that when fine-tuned for multimodal machine translation, these models obtain stateof-the-art performance. We also provide qualitative insights into the usefulness of the learned grounded representations.","Pre-trained language models have been demonstrated to drastically enhance results in many natural language tasks. Initially, focus was on single language pre-training, however recent developments have led to cross-lingual and visual pre-training techniques. This paper combines these two strategies to generate visually-grounded cross-lingual representations. We extended translation language modelling (Lample and Conneau, 2019) with masked region classification and conducted pre-training with three-way parallel vision & language corpora. When fine-tuned for multimodal machine translation, these models achieved state-of-the-art performance. Additionally, we offered qualitative evidence of the utility of the acquired grounded representations.",1
"Pre-trained language models have been shown to improve performance in many natural language tasks substantially. Although the early focus of such models was single language pre-training, recent advances have resulted in cross-lingual and visual pre-training methods. In this paper, we combine these two approaches to learn visually-grounded crosslingual representations. Specifically, we extend the translation language modelling (Lample and Conneau, 2019) with masked region classification and perform pre-training with three-way parallel vision & language corpora. We show that when fine-tuned for multimodal machine translation, these models obtain stateof-the-art performance. We also provide qualitative insights into the usefulness of the learned grounded representations.","Було продемонстровано, що попередньо підготовлені мовні моделі суттєво покращують результати багатьох завдань природної мови. Спочатку увага була зосереджена на одній мовній підготовці, однак останні розробки призвели до крослінгвальних і візуальних методів попередньої підготовки. Ця стаття поєднує ці дві стратегії для створення візуально обґрунтованих міжмовних уявлень. Ми розширили моделювання мови перекладу (Lample and Conneau, 2019) за допомогою маскової класифікації регіонів і провели попереднє навчання з тристороннім паралельним баченням і мовними корпусами. Після точного налаштування для мультимодального машинного перекладу ці моделі досягли найсучаснішої продуктивності. Крім того, ми запропонували якісні докази корисності отриманих обґрунтованих уявлень.",1
"Було показано, що попередньо підготовлені мовні моделі суттєво покращують продуктивність у багатьох завданнях природної мови. Незважаючи на те, що на ранніх етапах такі моделі зосереджувалися на одній мовній підготовці, останні досягнення призвели до міжмовних і візуальних методів попередньої підготовки. У цій статті ми поєднуємо ці два підходи, щоб вивчити візуально обґрунтовані міжмовні уявлення. Зокрема, ми розширюємо моделювання мови перекладу (Lample and Conneau, 2019) за допомогою класифікації замаскованих регіонів і виконуємо попереднє навчання за допомогою тристороннього паралельного бачення та мовних корпусів. Ми показуємо, що після точного налаштування для мультимодального машинного перекладу ці моделі отримують найсучаснішу продуктивність. Ми також надаємо якісне уявлення про корисність вивчених обґрунтованих уявлень.","Pre-trained language models have been demonstrated to drastically enhance results in many natural language tasks. Initially, focus was on single language pre-training, however recent developments have led to cross-lingual and visual pre-training techniques. This paper combines these two strategies to generate visually-grounded cross-lingual representations. We extended translation language modelling (Lample and Conneau, 2019) with masked region classification and conducted pre-training with three-way parallel vision & language corpora. When fine-tuned for multimodal machine translation, these models achieved state-of-the-art performance. Additionally, we offered qualitative evidence of the utility of the acquired grounded representations.",1
"Було показано, що попередньо підготовлені мовні моделі суттєво покращують продуктивність у багатьох завданнях природної мови. Незважаючи на те, що на ранніх етапах такі моделі зосереджувалися на одній мовній підготовці, останні досягнення призвели до міжмовних і візуальних методів попередньої підготовки. У цій статті ми поєднуємо ці два підходи, щоб вивчити візуально обґрунтовані міжмовні уявлення. Зокрема, ми розширюємо моделювання мови перекладу (Lample and Conneau, 2019) за допомогою класифікації замаскованих регіонів і виконуємо попереднє навчання за допомогою тристороннього паралельного бачення та мовних корпусів. Ми показуємо, що після точного налаштування для мультимодального машинного перекладу ці моделі отримують найсучаснішу продуктивність. Ми також надаємо якісне уявлення про корисність вивчених обґрунтованих уявлень.","Було продемонстровано, що попередньо підготовлені мовні моделі суттєво покращують результати багатьох завдань природної мови. Спочатку увага була зосереджена на одній мовній підготовці, однак останні розробки призвели до крослінгвальних і візуальних методів попередньої підготовки. Ця стаття поєднує ці дві стратегії для створення візуально обґрунтованих міжмовних уявлень. Ми розширили моделювання мови перекладу (Lample and Conneau, 2019) за допомогою маскової класифікації регіонів і провели попереднє навчання з тристороннім паралельним баченням і мовними корпусами. Після точного налаштування для мультимодального машинного перекладу ці моделі досягли найсучаснішої продуктивності. Крім того, ми запропонували якісні докази корисності отриманих обґрунтованих уявлень.",1
"Motion is an important cue for video prediction and often utilized by separating video content into static and dynamic components. Most of the previous work utilizing motion is deterministic but there are stochastic methods that can model the inherent uncertainty of the future. Existing stochastic models either do not reason about motion explicitly or make limiting assumptions about the static part. In this paper, we reason about appearance and motion in the video stochastically by predicting the future based on the motion history. Explicit reasoning about motion without history already reaches the performance of current stochastic models. The motion history further improves the results by allowing to predict consistent dynamics several frames into the future. Our model performs comparably to the stateof-the-art models on the generic video prediction datasets, however, significantly outperforms them on two challenging real-world autonomous driving datasets with complex motion and dynamic background.","Motion is an important factor for video prediction, often split into static and dynamic components. Previous work mostly used deterministic approaches, but there are stochastic methods that account for the uncertainty of the future. Existing stochastic models either don't consider motion explicitly or impose restrictions on the static part. We propose a model that takes into account both motion and appearance stochastically, predicting future frames based on motion history. Reasoning about motion without history already reaches the performance of current stochastic models, and motion history further improves results by allowing prediction of consistent dynamics multiple frames ahead. Our model performs comparably to the state-of-the-art models on generic video prediction datasets, but significantly better on two real-world autonomous driving datasets with complex motion and dynamic background.",1
"Motion is an important cue for video prediction and often utilized by separating video content into static and dynamic components. Most of the previous work utilizing motion is deterministic but there are stochastic methods that can model the inherent uncertainty of the future. Existing stochastic models either do not reason about motion explicitly or make limiting assumptions about the static part. In this paper, we reason about appearance and motion in the video stochastically by predicting the future based on the motion history. Explicit reasoning about motion without history already reaches the performance of current stochastic models. The motion history further improves the results by allowing to predict consistent dynamics several frames into the future. Our model performs comparably to the stateof-the-art models on the generic video prediction datasets, however, significantly outperforms them on two challenging real-world autonomous driving datasets with complex motion and dynamic background.","Рух є важливим фактором для передбачення відео, яке часто поділяється на статичні та динамічні компоненти. У попередній роботі здебільшого використовувалися детерміновані підходи, але існують стохастичні методи, які враховують невизначеність майбутнього. Існуючі стохастичні моделі або не розглядають рух явно, або накладають обмеження на статичну частину. Ми пропонуємо модель, яка стохастично враховує як рух, так і зовнішній вигляд, прогнозуючи майбутні кадри на основі історії руху. Роздуми про рух без історії вже досягають продуктивності поточних стохастичних моделей, а історія руху ще більше покращує результати, дозволяючи прогнозувати послідовну динаміку на кілька кадрів вперед. Наша модель працює порівнянно з найсучаснішими моделями на загальних наборах даних передбачення відео, але значно краще на двох реальних наборах даних автономного водіння зі складним рухом і динамічним фоном.",1
"Рух є важливою підказкою для передбачення відео, і часто використовується для поділу відеовмісту на статичні та динамічні компоненти. Більшість попередніх робіт із використанням руху є детермінованими, але існують стохастичні методи, які можуть моделювати притаманну невизначеність майбутнього. Існуючі стохастичні моделі або не міркують про рух явно, або роблять обмежувальні припущення щодо статичної частини. У цій статті ми розглядаємо зовнішній вигляд і рух у відео стохастично, передбачаючи майбутнє на основі історії руху. Явне міркування про рух без історії вже досягає продуктивності поточних стохастичних моделей. Історія руху ще більше покращує результати, дозволяючи передбачити узгоджену динаміку на кілька кадрів у майбутньому. Наша модель працює порівнянно з найсучаснішими моделями на загальних наборах даних прогнозування відео, однак значно перевершує їх на двох складних реальних наборах даних автономного водіння зі складним рухом і динамічним фоном.","Motion is an important factor for video prediction, often split into static and dynamic components. Previous work mostly used deterministic approaches, but there are stochastic methods that account for the uncertainty of the future. Existing stochastic models either don't consider motion explicitly or impose restrictions on the static part. We propose a model that takes into account both motion and appearance stochastically, predicting future frames based on motion history. Reasoning about motion without history already reaches the performance of current stochastic models, and motion history further improves results by allowing prediction of consistent dynamics multiple frames ahead. Our model performs comparably to the state-of-the-art models on generic video prediction datasets, but significantly better on two real-world autonomous driving datasets with complex motion and dynamic background.",1
"Рух є важливою підказкою для передбачення відео, і часто використовується для поділу відеовмісту на статичні та динамічні компоненти. Більшість попередніх робіт із використанням руху є детермінованими, але існують стохастичні методи, які можуть моделювати притаманну невизначеність майбутнього. Існуючі стохастичні моделі або не міркують про рух явно, або роблять обмежувальні припущення щодо статичної частини. У цій статті ми розглядаємо зовнішній вигляд і рух у відео стохастично, передбачаючи майбутнє на основі історії руху. Явне міркування про рух без історії вже досягає продуктивності поточних стохастичних моделей. Історія руху ще більше покращує результати, дозволяючи передбачити узгоджену динаміку на кілька кадрів у майбутньому. Наша модель працює порівнянно з найсучаснішими моделями на загальних наборах даних прогнозування відео, однак значно перевершує їх на двох складних реальних наборах даних автономного водіння зі складним рухом і динамічним фоном.","Рух є важливим фактором для передбачення відео, яке часто поділяється на статичні та динамічні компоненти. У попередній роботі здебільшого використовувалися детерміновані підходи, але існують стохастичні методи, які враховують невизначеність майбутнього. Існуючі стохастичні моделі або не розглядають рух явно, або накладають обмеження на статичну частину. Ми пропонуємо модель, яка стохастично враховує як рух, так і зовнішній вигляд, прогнозуючи майбутні кадри на основі історії руху. Роздуми про рух без історії вже досягають продуктивності поточних стохастичних моделей, а історія руху ще більше покращує результати, дозволяючи прогнозувати послідовну динаміку на кілька кадрів вперед. Наша модель працює порівнянно з найсучаснішими моделями на загальних наборах даних передбачення відео, але значно краще на двох реальних наборах даних автономного водіння зі складним рухом і динамічним фоном.",1
"Making sense of ever-growing amount of visual data available on the web is difficult, especially when considered in an unsupervised manner. As a step towards this goal, this study tackles a relatively less explored topic of generating structured summaries of large photo collections. Our framework relies on the notion of a story graph which captures the main narratives in the data and their relationships based on their visual, textual and spatio-temporal features. Its output is a directed graph with a set of possibly intersecting paths. Our proposed approach identifies coherent visual storylines and exploits sub-modularity to select a subset of these lines which covers the general narrative at most. Our experimental analysis reveals that extracted story graphs allow for obtaining better results when utilized as priors for photo album summarization. Moreover, our user studies show that our approach delivers better performance on next image prediction and coverage tasks than the state-of-the-art.","Tackling a less explored topic of generating structured summaries of large photo collections, this study presents a framework based on the concept of a story graph to make sense of the vast amount of visual data available on the web in an unsupervised manner. This graph captures main narratives and their relationships by using visual, textual and spatio-temporal features, and its output is a directed graph with intersecting paths. Our proposed approach identifies coherent visual storylines and selects a subset which covers the general narrative most, through exploiting sub-modularity. Experimental analysis reveals that the extracted story graphs lead to better results when used as priors for photo album summarization. Furthermore, user studies show that our approach outperforms the state-of-the-art in next image prediction and coverage tasks.",1
"Making sense of ever-growing amount of visual data available on the web is difficult, especially when considered in an unsupervised manner. As a step towards this goal, this study tackles a relatively less explored topic of generating structured summaries of large photo collections. Our framework relies on the notion of a story graph which captures the main narratives in the data and their relationships based on their visual, textual and spatio-temporal features. Its output is a directed graph with a set of possibly intersecting paths. Our proposed approach identifies coherent visual storylines and exploits sub-modularity to select a subset of these lines which covers the general narrative at most. Our experimental analysis reveals that extracted story graphs allow for obtaining better results when utilized as priors for photo album summarization. Moreover, our user studies show that our approach delivers better performance on next image prediction and coverage tasks than the state-of-the-art.","Розглядаючи менш вивчену тему створення структурованих підсумків великих колекцій фотографій, це дослідження представляє структуру, засновану на концепції сюжетного графіка, щоб зрозуміти величезну кількість візуальних даних, доступних в Інтернеті в неконтрольований спосіб. Цей графік фіксує основні наративи та їхні зв’язки за допомогою візуальних, текстових і просторово-часових особливостей, а його результатом є орієнтований графік із пересічними шляхами. Запропонований нами підхід визначає послідовні візуальні сюжетні лінії та вибирає підмножину, яка найбільше охоплює загальний наратив, використовуючи субмодульність. Експериментальний аналіз показує, що витягнуті графіки історій дають кращі результати, якщо їх використовувати як попередні для підсумовування фотоальбому. Крім того, дослідження користувачів показують, що наш підхід перевершує найсучасніші в наступних задачах прогнозування зображення та покриття.",1
"Важко розібратися в постійно зростаючій кількості візуальних даних, доступних в Інтернеті, особливо якщо розглядати їх без нагляду. Як крок до цієї мети це дослідження стосується відносно менш дослідженої теми створення структурованих підсумків великих колекцій фотографій. Наша структура спирається на поняття графіка історії, який фіксує основні наративи в даних та їхні зв’язки на основі їхніх візуальних, текстових і просторово-часових особливостей. Його виходом є орієнтований граф із набором можливо пересічних шляхів. Запропонований нами підхід визначає послідовні візуальні сюжетні лінії та використовує субмодульність, щоб вибрати підмножину цих ліній, яка максимально охоплює загальну розповідь. Наш експериментальний аналіз показує, що витягнуті графіки історій дозволяють отримати кращі результати, якщо їх використовувати як попередні для підсумовування фотоальбому. Крім того, наші дослідження користувачів показують, що наш підхід забезпечує кращу продуктивність у наступних задачах прогнозування зображення та покриття, ніж найсучасніший.","Tackling a less explored topic of generating structured summaries of large photo collections, this study presents a framework based on the concept of a story graph to make sense of the vast amount of visual data available on the web in an unsupervised manner. This graph captures main narratives and their relationships by using visual, textual and spatio-temporal features, and its output is a directed graph with intersecting paths. Our proposed approach identifies coherent visual storylines and selects a subset which covers the general narrative most, through exploiting sub-modularity. Experimental analysis reveals that the extracted story graphs lead to better results when used as priors for photo album summarization. Furthermore, user studies show that our approach outperforms the state-of-the-art in next image prediction and coverage tasks.",1
"Важко розібратися в постійно зростаючій кількості візуальних даних, доступних в Інтернеті, особливо якщо розглядати їх без нагляду. Як крок до цієї мети це дослідження стосується відносно менш дослідженої теми створення структурованих підсумків великих колекцій фотографій. Наша структура спирається на поняття графіка історії, який фіксує основні наративи в даних та їхні зв’язки на основі їхніх візуальних, текстових і просторово-часових особливостей. Його виходом є орієнтований граф із набором можливо пересічних шляхів. Запропонований нами підхід визначає послідовні візуальні сюжетні лінії та використовує субмодульність, щоб вибрати підмножину цих ліній, яка максимально охоплює загальну розповідь. Наш експериментальний аналіз показує, що витягнуті графіки історій дозволяють отримати кращі результати, якщо їх використовувати як попередні для підсумовування фотоальбому. Крім того, наші дослідження користувачів показують, що наш підхід забезпечує кращу продуктивність у наступних задачах прогнозування зображення та покриття, ніж найсучасніший.","Розглядаючи менш вивчену тему створення структурованих підсумків великих колекцій фотографій, це дослідження представляє структуру, засновану на концепції сюжетного графіка, щоб зрозуміти величезну кількість візуальних даних, доступних в Інтернеті в неконтрольований спосіб. Цей графік фіксує основні наративи та їхні зв’язки за допомогою візуальних, текстових і просторово-часових особливостей, а його результатом є орієнтований графік із пересічними шляхами. Запропонований нами підхід визначає послідовні візуальні сюжетні лінії та вибирає підмножину, яка найбільше охоплює загальний наратив, використовуючи субмодульність. Експериментальний аналіз показує, що витягнуті графіки історій дають кращі результати, якщо їх використовувати як попередні для підсумовування фотоальбому. Крім того, дослідження користувачів показують, що наш підхід перевершує найсучасніші в наступних задачах прогнозування зображення та покриття.",1
